iis-bupa-cov_presolved,bound_gmic,bound_vpc,bound_all_cuts,num_gmic,gmic_gen_time,gmic_apply_time,num_vpc,vpc_gen_time,vpc_apply_time,
0,26.49721687754318111274,26.49721687754318111274,26.49721687754318111274,0,0.000000,0.176203,0,0.000000,0.176203,
1,26.57796607348382877944,27.73290986830236093397,27.73290986830235738125,151,0.00912299999999999917,0.25550100000000003364,153,45.29788800000000037471,0.44118099999999998984,
2,27.57967049981959917204,27.99829050636457594692,27.99829050636456173606,147,0.01886699999999999836,0.31402699999999994507,148,52.21505899999999655847,0.43830499999999994465,
3,27.95549399080820762720,28.19191055267319256927,28.19191055267318546385,149,0.02815599999999999700,0.33258700000000007702,156,68.63163900000000694490,0.57273399999999963228,
4,28.10221713326646053588,28.21389141635585318113,28.21389141635584607570,139,0.03639500000000000374,0.36477699999999990688,142,72.51596799999998665953,0.53886300000000009192,
5,28.15749095129267232096,28.25197516112105589059,28.25197516112104878516,137,0.04625500000000000445,0.35846899999999992659,142,78.42445900000001302033,0.67972999999999927923,
6,28.21200794581837811847,28.27713213560707217198,28.27713213560708638283,151,0.05987499999999998379,0.38926799999999994739,152,87.78270699999995940743,0.82451000000000007617,
7,28.24047780855390854526,28.29191055271552457384,28.29191055271550681027,161,0.08112000000000002542,0.38784399999999985553,161,122.86239899999998215208,1.26314900000000029934,
8,28.26801527208624165155,28.30022831646506276115,28.30022831646506276115,155,0.08771799999999996267,0.55397099999999976916,152,115.75445600000000467844,1.20830199999999976512,
9,28.28510123794400499264,28.30872978963404307251,28.30872978833650677188,160,0.09412900000000001821,0.47080399999999977823,157,135.98065700000006472692,1.52483600000000052432,
10,28.29826777072120691514,28.31094070862542366740,28.31094070776521931521,164,0.11407699999999998397,0.49961600000000006006,167,143.83473099999991973164,1.16056700000000034834,
11,28.30141982573427483771,28.31487634629818117560,28.31487634629817762288,177,0.12678500000000003656,0.40769100000000024764,179,166.32720399999993787787,1.52291300000000262571,
12,28.30528041392920712838,28.31703007681388584160,28.31703007681388584160,160,0.16405499999999995087,0.56701900000000016178,170,197.30228299999998853309,1.88528399999999862757,
13,28.30932158029365908192,28.32050149087381996083,28.32050149087380930268,161,0.16046399999999994002,0.59245099999999961682,165,184.78905700000018441642,2.35143799999999458805,
14,28.31158189523303647661,28.32161578242854460541,28.32161578204619090116,158,0.17180200000000001026,0.67505799999999993588,159,180.98562899999978981214,1.14375499999999874490,
15,28.31368834479077989386,28.32311505105191429266,28.32311505114342153888,160,0.19629600000000002602,0.72155999999999931305,162,234.93957399999999324791,2.11664199999999880220,
16,28.31499534786352612059,28.33050448423761480399,28.33050448423760414585,155,0.20384399999999991415,0.67463699999999970913,160,219.05351300000029368675,4.29896499999999548436,
17,28.31946597515104357967,28.33279974950828261626,28.33279974950829327440,163,0.23063200000000017020,1.30275700000000060896,172,231.13768699999991440563,3.37486699999999473221,
18,28.32247880327350486596,28.33884288535831785794,28.33884288535830009437,159,0.24587599999999998346,1.18087700000000062062,166,251.51664699999992080848,2.22551500000000146429,
19,28.32993839634655230952,28.33946760803469899770,28.33947457805150804688,165,0.29249799999999970268,1.29872100000000045839,167,319.92718999999988227501,1.72162499999998885869,
20,28.33264912490139053602,28.34102739770242251893,28.34102737662465543167,160,0.29616500000000023363,1.26913799999999987733,165,310.48591299999998227577,3.49047699999999849751,
21,28.33449237948453713898,28.34187890425391742610,28.34187890425391742610,154,0.31245900000000004226,1.37564199999999914326,166,329.82724499999994804966,4.26709999999999922693,
22,28.33728976173329172639,28.34321970266520551718,28.34321970266520196446,158,0.33334899999999967335,1.63998100000000057719,167,342.74952200000006996561,3.83510899999998855492,
23,28.33772997599702847538,28.34540801253285025041,28.34540799299881541629,155,0.30190300000000025449,0.98363899999999837576,161,357.59520199999997203122,4.94099600000001260014,
24,28.33959127108295561470,28.34663235815057191758,28.34663235815059678657,158,0.38687000000000004718,2.03717299999999923443,170,389.65442400000029010698,5.34289599999999609281,
25,28.34036910640149642404,28.34786434081977191113,28.34786434081977546384,175,0.37257299999999959894,1.26119100000000017303,179,408.45503999999982625013,3.46947499999998854037,
26,28.34245178164826839406,28.34833656406568991315,28.34836298500860252148,175,0.42231400000000007822,1.85924999999999940314,178,455.96344700000008742791,3.20819399999999177453,
27,28.34399418515100066429,28.34940964044984568204,28.34940964885419134589,173,0.40788099999999971601,1.78866100000000116665,185,493.29905799999960436253,4.98055800000003046080,
28,28.34460523660481712227,28.34982335317810964170,28.34982335317809187814,170,0.41083100000000083440,1.49345899999999787156,183,508.53253000000040628947,4.11552100000000109503,
29,28.34571640182280205522,28.35068078645014821859,28.35068078645014821859,164,0.45904899999999937421,1.58315199999999833835,180,494.04718799999955081148,4.54288999999999987267,
